id,string,SubstanceAmount.id,,0,1,[]
extension,Extension,SubstanceAmount.extension,,0,Infinity,[]
modifierExtension,Extension,SubstanceAmount.modifierExtension,,0,Infinity,[]
amountQuantity,Quantity,SubstanceAmount.amount[x],,0,1,[]
amountRange,Range,SubstanceAmount.amount[x],,0,1,[]
amountString,string,SubstanceAmount.amount[x],,0,1,[]
amountType,CodeableConcept,SubstanceAmount.amountType,,0,1,[]
amountText,string,SubstanceAmount.amountText,,0,1,[]
referenceRange,SubstanceAmount::ReferenceRange,SubstanceAmount.referenceRange,,0,1,[]
