id,string,SampledData.id,,0,1,[]
extension,Extension,SampledData.extension,,0,Infinity,[]
origin,Quantity,SampledData.origin,,1,1,[]
period,decimal,SampledData.period,,1,1,[]
factor,decimal,SampledData.factor,,0,1,[]
lowerLimit,decimal,SampledData.lowerLimit,,0,1,[]
upperLimit,decimal,SampledData.upperLimit,,0,1,[]
dimensions,positiveInt,SampledData.dimensions,,1,1,[]
data,string,SampledData.data,,0,1,[]
